,0
5797,1
5798,0
5799,1
5800,0
5801,1
5802,1
5803,1
5804,0
5805,1
5806,0
5807,1
5808,1
5809,1
5810,1
5811,0
5812,1
5813,1
5814,1
5815,0
5816,1
5817,1
5818,1
5819,1
5820,0
5821,0
5822,0
5823,1
5824,0
5825,0
5826,1
5827,0
5828,0
5829,0
5830,0
5831,1
5832,0
5833,1
5834,1
5835,1
5836,0
5837,1
5838,0
5839,0
5840,1
5841,1
5842,0
5843,1
5844,1
5845,0
5846,1
5847,0
5848,0
5849,0
5850,0
5851,0
5852,1
5853,0
5854,1
5855,1
5856,1
5857,0
5858,0
5859,0
5860,1
5861,0
5862,0
5863,1
5864,0
5865,0
5866,0
5867,1
5868,0
5869,0
5870,0
5871,1
5872,1
5873,0
5874,1
5875,0
5876,1
5877,0
5878,0
5879,0
5880,1
5881,0
5882,0
5883,1
5884,1
5885,0
5886,0
5887,1
5888,1
5889,0
5890,1
5891,1
5892,0
5893,1
5894,0
5895,0
5896,0
5897,1
5898,0
5899,1
5900,0
5901,0
5902,0
5903,1
5904,1
5905,0
5906,1
5907,1
5908,0
5909,0
5910,0
5911,1
5912,1
5913,1
5914,0
5915,1
5916,0
5917,1
5918,0
5919,1
5920,0
5921,0
5922,1
5923,1
5924,0
5925,0
5926,1
5927,0
5928,1
5929,0
5930,1
5931,0
5932,0
5933,0
5934,0
5935,1
5936,1
5937,1
5938,0
5939,1
5940,1
5941,0
5942,1
5943,0
5944,1
5945,1
5946,0
5947,0
5948,0
5949,1
5950,0
5951,0
5952,1
5953,1
5954,0
5955,0
5956,1
5957,0
5958,1
5959,0
5960,0
5961,0
5962,1
5963,1
5964,0
5965,1
5966,1
5967,1
5968,0
5969,1
5970,0
5971,1
5972,0
5973,1
5974,1
5975,1
5976,0
5977,0
5978,1
5979,0
5980,1
5981,1
5982,0
5983,1
5984,0
5985,0
5986,1
5987,1
5988,0
5989,1
5990,1
5991,0
5992,0
5993,1
5994,1
5995,1
5996,1
5997,1
5998,1
5999,1
6000,0
6001,1
6002,1
6003,1
6004,0
6005,0
6006,1
6007,1
6008,1
6009,0
6010,0
6011,1
6012,0
6013,0
6014,0
6015,1
6016,0
6017,1
6018,1
6019,1
6020,1
6021,1
6022,0
6023,1
6024,1
6025,1
6026,1
6027,1
6028,1
6029,1
6030,1
6031,0
6032,0
6033,1
6034,0
6035,1
6036,0
6037,1
6038,0
6039,1
6040,1
6041,0
6042,1
6043,1
6044,1
6045,0
6046,1
6047,0
6048,1
6049,1
6050,1
6051,1
6052,1
6053,1
6054,0
6055,1
6056,0
6057,1
6058,1
6059,0
6060,1
6061,1
6062,0
6063,1
6064,1
6065,1
6066,1
6067,0
6068,0
6069,0
6070,0
6071,1
6072,0
6073,1
6074,1
6075,0
6076,1
6077,1
6078,1
6079,1
6080,0
6081,1
6082,0
6083,1
6084,0
6085,0
6086,1
6087,0
6088,1
6089,1
6090,0
6091,0
6092,1
6093,0
6094,1
6095,0
6096,1
6097,1
6098,1
6099,0
6100,1
6101,1
6102,1
6103,1
6104,1
6105,1
6106,1
6107,1
6108,1
6109,1
6110,1
6111,0
6112,1
6113,0
6114,1
6115,1
6116,0
6117,1
6118,0
6119,1
6120,1
6121,1
6122,0
6123,1
6124,1
6125,1
6126,1
6127,1
6128,1
6129,0
6130,0
6131,0
6132,1
6133,1
6134,0
6135,1
6136,0
6137,1
6138,1
6139,1
6140,1
6141,0
6142,0
6143,1
6144,0
6145,0
6146,1
6147,1
6148,1
6149,0
6150,0
6151,1
6152,0
6153,0
6154,0
6155,1
6156,0
6157,0
6158,1
6159,0
6160,0
6161,1
6162,1
6163,0
6164,1
6165,1
6166,1
6167,0
6168,0
6169,1
6170,1
6171,0
6172,1
6173,1
6174,1
6175,1
6176,1
6177,0
6178,0
6179,0
6180,0
6181,0
6182,0
6183,1
6184,0
6185,0
6186,0
6187,0
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,1
6195,1
6196,1
6197,0
6198,1
6199,0
6200,0
6201,1
6202,0
6203,0
6204,1
6205,0
6206,0
6207,0
6208,0
6209,0
6210,1
6211,0
6212,0
6213,0
6214,0
6215,1
6216,1
6217,1
6218,1
6219,1
6220,0
6221,1
6222,1
6223,0
6224,1
6225,1
6226,1
6227,1
6228,0
6229,0
6230,0
6231,0
6232,0
6233,1
6234,1
6235,1
6236,0
6237,1
6238,0
6239,1
6240,1
6241,0
6242,0
6243,0
6244,1
6245,1
6246,0
6247,0
6248,1
6249,1
6250,1
6251,0
6252,0
6253,1
6254,0
6255,1
6256,1
6257,0
6258,1
6259,0
6260,0
6261,0
6262,0
6263,1
6264,1
6265,0
6266,0
6267,0
6268,0
6269,0
6270,0
6271,1
6272,0
6273,0
6274,1
6275,0
6276,1
6277,0
6278,0
6279,0
6280,0
6281,0
6282,0
6283,1
6284,0
6285,1
6286,1
6287,0
6288,1
6289,1
6290,1
6291,0
6292,1
6293,1
6294,1
6295,1
6296,1
6297,0
6298,1
6299,1
6300,0
6301,1
6302,1
6303,0
6304,1
6305,1
6306,1
6307,0
6308,0
6309,0
6310,1
6311,1
6312,1
6313,1
6314,1
6315,0
6316,1
6317,1
6318,1
6319,1
6320,1
6321,0
6322,1
6323,1
6324,0
6325,1
6326,0
6327,1
6328,1
6329,0
6330,0
6331,0
6332,1
6333,1
6334,1
6335,1
6336,1
6337,1
6338,0
6339,1
6340,1
6341,0
6342,1
6343,1
6344,1
6345,0
6346,0
6347,0
6348,1
6349,0
6350,0
6351,0
6352,0
6353,0
6354,1
6355,0
6356,0
6357,1
6358,1
6359,1
6360,0
6361,0
6362,0
6363,0
6364,0
6365,1
6366,1
6367,0
6368,0
6369,0
6370,0
6371,1
6372,1
6373,0
6374,0
6375,0
6376,0
6377,0
6378,0
6379,0
6380,0
6381,1
6382,0
6383,1
6384,0
6385,0
6386,1
6387,1
6388,1
6389,1
6390,1
6391,1
6392,1
6393,0
6394,1
6395,0
6396,1
6397,1
6398,0
6399,0
6400,0
6401,0
6402,0
6403,0
6404,0
6405,1
6406,1
6407,0
6408,1
6409,0
6410,0
6411,0
6412,1
6413,0
6414,1
6415,0
6416,0
6417,1
6418,0
6419,1
6420,1
6421,1
6422,1
6423,1
6424,0
6425,1
6426,1
6427,0
6428,1
6429,1
6430,1
6431,1
6432,1
6433,0
6434,1
6435,0
6436,0
6437,1
6438,1
6439,1
6440,0
6441,1
6442,0
6443,1
6444,0
6445,1
6446,0
6447,0
6448,0
6449,1
6450,1
6451,0
6452,0
6453,0
6454,0
6455,0
6456,1
6457,1
6458,0
6459,0
6460,0
6461,1
6462,0
6463,1
6464,1
6465,0
6466,1
6467,0
6468,0
6469,1
6470,0
6471,1
6472,1
6473,1
6474,0
6475,0
6476,1
6477,1
6478,1
6479,1
6480,1
6481,1
6482,0
6483,1
6484,1
6485,0
6486,1
6487,1
6488,1
6489,1
6490,1
6491,0
6492,0
6493,1
6494,0
6495,1
6496,1
6497,0
6498,0
6499,1
6500,1
6501,0
6502,1
6503,0
6504,1
6505,0
6506,0
6507,0
6508,0
6509,0
6510,1
6511,1
6512,1
6513,1
6514,1
6515,1
6516,0
6517,0
6518,1
6519,0
6520,0
6521,1
6522,1
6523,0
6524,1
6525,1
6526,1
6527,0
6528,1
6529,1
6530,1
6531,1
6532,0
6533,1
6534,0
6535,0
6536,1
6537,1
6538,1
6539,0
6540,1
6541,0
6542,1
6543,1
6544,0
6545,0
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,1
6553,0
6554,1
6555,0
6556,0
6557,1
6558,1
6559,0
6560,1
6561,1
6562,1
6563,0
6564,1
6565,0
6566,1
6567,0
6568,0
6569,0
6570,0
6571,1
6572,1
6573,0
6574,0
6575,1
6576,0
6577,0
6578,1
6579,1
6580,0
6581,1
6582,1
6583,1
6584,1
6585,1
6586,1
6587,1
6588,0
6589,0
6590,0
6591,0
6592,1
6593,0
6594,0
6595,0
6596,1
6597,1
6598,0
6599,1
6600,1
6601,0
6602,0
6603,0
6604,1
6605,1
6606,0
6607,0
6608,1
6609,1
6610,0
6611,1
6612,0
6613,0
6614,0
6615,1
6616,1
6617,0
6618,0
6619,0
6620,1
6621,1
6622,1
6623,0
6624,1
6625,0
6626,1
6627,0
6628,0
6629,1
6630,1
6631,0
6632,0
6633,1
6634,1
6635,0
6636,1
6637,1
6638,1
6639,1
6640,0
6641,0
6642,0
6643,0
6644,1
6645,0
6646,1
6647,1
6648,0
6649,1
6650,0
6651,1
6652,1
6653,1
6654,0
6655,0
6656,1
6657,1
6658,1
6659,0
6660,0
6661,1
6662,0
6663,0
6664,1
6665,1
6666,0
6667,0
6668,0
6669,1
6670,0
6671,0
6672,1
6673,1
6674,0
6675,1
6676,1
6677,1
6678,1
6679,0
6680,0
6681,0
6682,0
6683,1
6684,0
6685,1
6686,1
6687,0
6688,1
6689,1
6690,0
6691,0
6692,0
6693,1
6694,0
6695,0
6696,1
6697,1
6698,1
6699,0
6700,0
6701,0
6702,0
6703,1
6704,1
6705,0
6706,0
6707,0
6708,0
6709,1
6710,1
6711,0
6712,1
6713,0
6714,1
6715,1
6716,0
6717,1
6718,1
6719,1
6720,0
6721,0
6722,0
6723,0
6724,0
6725,1
6726,1
6727,0
6728,0
6729,1
6730,1
6731,1
6732,1
6733,1
6734,0
6735,1
6736,1
6737,0
6738,0
6739,0
6740,0
6741,1
6742,0
6743,0
6744,0
6745,0
6746,0
6747,1
6748,1
6749,0
6750,1
6751,0
6752,1
6753,0
6754,1
6755,1
6756,1
6757,1
6758,1
6759,1
6760,0
6761,1
6762,1
6763,0
6764,1
6765,1
6766,1
6767,0
6768,0
6769,1
6770,0
6771,0
6772,1
6773,0
6774,0
6775,0
6776,0
6777,1
6778,1
6779,1
6780,0
6781,1
6782,0
6783,0
6784,0
6785,1
6786,0
6787,1
6788,1
6789,1
6790,0
6791,1
6792,0
6793,0
6794,1
6795,0
6796,0
6797,0
6798,1
6799,0
6800,1
6801,0
6802,0
6803,1
6804,1
6805,0
6806,0
6807,1
6808,1
6809,1
6810,0
6811,1
6812,1
6813,0
6814,0
6815,0
6816,0
6817,0
6818,1
6819,1
6820,0
6821,1
6822,1
6823,0
6824,1
6825,0
6826,0
6827,0
6828,0
6829,1
6830,1
6831,0
6832,1
6833,0
6834,1
6835,0
6836,1
6837,0
6838,1
6839,1
6840,1
6841,0
6842,0
6843,1
6844,0
6845,0
6846,1
6847,1
6848,1
6849,1
6850,0
6851,1
6852,1
6853,0
6854,0
6855,0
6856,0
6857,0
6858,1
6859,1
6860,1
6861,1
6862,0
6863,1
6864,0
6865,1
6866,1
6867,0
6868,0
6869,1
6870,0
6871,1
6872,1
6873,0
6874,1
6875,1
6876,1
6877,1
6878,1
6879,0
6880,1
6881,0
6882,0
6883,1
6884,1
6885,0
6886,0
6887,0
6888,1
6889,0
6890,0
6891,0
6892,1
6893,0
6894,0
6895,1
6896,1
6897,0
6898,0
6899,1
6900,1
6901,0
6902,0
6903,1
6904,1
6905,0
6906,1
6907,0
6908,0
6909,0
6910,0
6911,0
6912,0
6913,0
6914,1
6915,0
6916,0
6917,0
6918,1
6919,0
6920,0
6921,1
6922,1
6923,1
6924,0
6925,1
6926,1
6927,0
6928,1
6929,0
6930,0
6931,1
6932,1
6933,1
6934,1
6935,0
6936,1
6937,1
6938,1
6939,0
6940,0
6941,1
6942,1
6943,0
6944,0
6945,1
6946,0
6947,0
6948,0
6949,1
6950,0
6951,1
6952,1
6953,0
6954,0
6955,1
6956,0
6957,1
6958,1
6959,1
6960,1
6961,0
6962,1
6963,0
6964,1
6965,0
6966,1
6967,1
6968,1
6969,1
6970,1
6971,0
6972,1
6973,1
6974,1
6975,1
6976,0
6977,1
6978,0
6979,1
6980,1
6981,0
6982,1
6983,0
6984,1
6985,0
6986,1
6987,1
6988,1
6989,1
6990,1
6991,1
6992,1
6993,0
6994,1
6995,0
6996,1
6997,1
6998,0
6999,0
7000,1
7001,1
7002,1
7003,0
7004,0
7005,1
7006,0
7007,1
7008,0
7009,1
7010,0
7011,0
7012,1
7013,0
7014,0
7015,1
7016,1
7017,1
7018,0
7019,0
7020,1
7021,1
7022,0
7023,0
7024,0
7025,0
7026,1
7027,0
7028,0
7029,0
7030,1
7031,0
7032,1
7033,1
7034,1
7035,1
7036,1
7037,1
7038,0
7039,0
7040,0
7041,0
7042,0
7043,1
7044,1
7045,0
7046,0
7047,1
7048,0
7049,1
7050,1
7051,1
7052,0
7053,1
7054,0
7055,1
7056,1
7057,0
7058,0
7059,0
7060,0
7061,0
7062,0
7063,0
7064,1
7065,1
7066,1
7067,0
7068,0
7069,0
7070,0
7071,1
7072,1
7073,0
7074,0
7075,1
7076,1
7077,1
7078,1
7079,0
7080,1
7081,0
7082,0
7083,1
7084,1
7085,0
7086,0
7087,1
7088,1
7089,1
7090,0
7091,0
7092,0
7093,1
7094,0
7095,0
7096,0
7097,0
7098,1
7099,1
7100,1
7101,0
7102,1
7103,0
7104,1
7105,0
7106,1
7107,0
7108,0
7109,0
7110,1
7111,0
7112,1
7113,1
7114,0
7115,0
7116,0
7117,1
7118,1
7119,1
7120,0
7121,0
7122,1
7123,1
7124,0
7125,1
7126,0
7127,1
7128,0
7129,0
7130,1
7131,1
7132,0
7133,0
7134,1
7135,0
7136,0
7137,0
7138,0
7139,1
7140,1
7141,0
7142,0
7143,1
7144,0
7145,0
7146,0
7147,0
7148,1
7149,0
7150,1
7151,1
7152,0
7153,1
7154,0
7155,1
7156,1
7157,0
7158,1
7159,1
7160,1
7161,0
7162,0
7163,1
7164,1
7165,1
7166,0
7167,0
7168,0
7169,1
7170,0
7171,1
7172,0
7173,1
7174,1
7175,0
7176,0
7177,0
7178,0
7179,1
7180,0
7181,0
7182,1
7183,1
7184,0
7185,1
7186,1
7187,1
7188,1
7189,1
7190,0
7191,1
7192,1
7193,1
7194,1
7195,0
7196,1
7197,0
7198,0
7199,1
7200,0
7201,0
7202,1
7203,1
7204,1
7205,0
7206,0
7207,0
7208,0
7209,1
7210,0
7211,1
7212,1
7213,0
7214,0
7215,1
7216,0
7217,0
7218,0
7219,0
7220,1
7221,0
7222,0
7223,1
7224,1
7225,0
7226,0
7227,0
7228,0
7229,1
7230,0
7231,1
7232,1
7233,1
7234,0
7235,1
7236,1
7237,0
7238,0
7239,1
7240,1
7241,1
7242,1
7243,0
7244,0
7245,0
7246,0
7247,1
7248,1
7249,0
7250,1
7251,0
7252,1
7253,0
7254,1
7255,0
7256,1
7257,1
7258,0
7259,0
7260,1
7261,1
7262,0
7263,0
7264,1
7265,1
7266,0
7267,0
7268,1
7269,1
7270,0
7271,0
7272,0
7273,1
7274,0
7275,0
7276,1
7277,1
7278,1
7279,1
7280,0
7281,1
7282,1
7283,1
7284,1
7285,0
7286,1
7287,1
7288,1
7289,1
7290,1
7291,1
7292,0
7293,1
7294,1
7295,0
7296,0
7297,1
7298,1
7299,1
7300,0
7301,0
7302,1
7303,0
7304,1
7305,0
7306,0
7307,0
7308,0
7309,0
7310,1
7311,0
7312,1
7313,0
7314,1
7315,0
7316,0
7317,1
7318,1
7319,0
7320,1
7321,0
7322,1
7323,0
7324,0
7325,1
7326,0
7327,1
7328,0
7329,1
7330,1
7331,1
7332,0
7333,1
7334,1
7335,0
7336,1
7337,0
7338,0
7339,1
7340,1
7341,1
7342,1
7343,0
7344,0
7345,1
7346,1
7347,1
7348,0
7349,1
7350,0
7351,0
7352,0
7353,1
7354,1
7355,1
7356,0
7357,0
7358,1
7359,1
7360,0
7361,1
7362,1
7363,1
7364,0
7365,1
7366,1
7367,1
7368,0
7369,0
7370,1
7371,0
7372,1
7373,0
7374,0
7375,0
7376,1
7377,1
7378,1
7379,0
7380,1
7381,0
7382,0
7383,1
7384,1
7385,1
7386,0
7387,0
7388,0
7389,1
7390,0
7391,1
7392,0
7393,0
7394,0
7395,1
7396,0
7397,1
7398,1
7399,0
7400,0
7401,1
7402,1
7403,0
7404,0
7405,0
7406,1
7407,1
7408,1
7409,1
7410,0
7411,0
7412,0
7413,0
7414,1
7415,0
7416,0
7417,1
7418,0
7419,1
7420,0
7421,1
7422,1
7423,1
7424,0
7425,1
7426,1
7427,1
7428,1
7429,1
7430,0
7431,0
7432,0
7433,0
7434,1
7435,0
7436,1
7437,1
7438,0
7439,0
7440,1
7441,1
7442,1
7443,0
7444,0
7445,0
7446,0
7447,0
7448,0
7449,1
7450,1
7451,1
7452,0
7453,1
7454,1
7455,1
7456,1
7457,1
7458,1
7459,1
7460,1
7461,1
7462,0
7463,0
7464,0
7465,0
7466,1
7467,0
7468,0
7469,1
7470,0
7471,0
7472,0
7473,1
7474,1
7475,1
7476,1
7477,1
7478,0
7479,0
7480,1
7481,1
7482,1
7483,1
7484,1
7485,0
7486,0
7487,1
7488,0
7489,0
7490,1
7491,0
7492,0
7493,0
7494,0
7495,0
7496,0
7497,0
7498,1
7499,0
7500,0
7501,0
7502,0
7503,0
7504,0
7505,1
7506,0
7507,0
7508,1
7509,1
7510,0
7511,1
7512,1
7513,0
7514,0
7515,0
7516,1
7517,0
7518,1
7519,1
7520,0
7521,1
7522,0
7523,1
7524,0
7525,0
7526,1
7527,1
7528,1
7529,1
7530,0
7531,0
7532,0
7533,0
7534,1
7535,1
7536,1
7537,0
7538,0
7539,0
7540,0
7541,0
7542,1
7543,1
7544,1
7545,0
7546,1
7547,1
7548,0
7549,0
7550,0
7551,1
7552,0
7553,0
7554,0
7555,0
7556,0
7557,1
7558,1
7559,0
7560,0
7561,1
7562,0
7563,1
7564,0
7565,0
7566,1
7567,1
7568,0
7569,1
7570,0
7571,1
7572,0
7573,1
7574,1
7575,0
7576,1
7577,1
7578,0
7579,0
7580,0
7581,0
7582,1
7583,0
7584,1
7585,1
7586,0
7587,0
7588,0
7589,0
7590,1
7591,1
7592,1
7593,0
7594,1
7595,0
7596,1
7597,1
7598,0
7599,1
7600,0
7601,1
7602,0
7603,0
7604,1
7605,1
7606,1
7607,1
7608,1
7609,0
7610,0
7611,0
7612,0
7613,0
7614,1
7615,1
7616,0
7617,0
7618,1
7619,1
7620,1
7621,1
7622,1
7623,1
7624,0
7625,1
7626,0
7627,0
7628,1
7629,1
7630,0
7631,0
7632,0
7633,0
7634,0
7635,0
7636,0
7637,1
7638,1
7639,1
7640,0
7641,1
7642,0
7643,0
7644,0
7645,1
7646,0
7647,1
7648,1
7649,1
7650,1
7651,0
7652,1
7653,0
7654,0
7655,0
7656,0
7657,0
7658,1
7659,0
7660,1
7661,1
7662,0
7663,0
7664,0
7665,1
7666,0
7667,1
7668,0
7669,0
7670,1
7671,1
7672,1
7673,0
7674,1
7675,0
7676,1
7677,0
7678,0
7679,0
7680,1
7681,1
7682,0
7683,1
7684,1
7685,0
7686,1
7687,0
7688,1
7689,1
7690,1
7691,0
7692,0
7693,0
7694,0
7695,1
7696,1
7697,0
7698,1
7699,0
7700,0
7701,0
7702,1
7703,0
7704,1
7705,0
7706,0
7707,1
7708,1
7709,1
7710,1
7711,1
7712,1
7713,0
7714,0
7715,1
7716,1
7717,1
7718,1
7719,0
7720,1
7721,0
7722,1
7723,1
7724,1
7725,0
7726,0
7727,0
7728,1
7729,0
7730,0
7731,0
7732,0
7733,1
7734,0
7735,0
7736,1
7737,0
7738,0
7739,0
7740,0
7741,0
7742,1
7743,0
7744,1
7745,1
7746,1
7747,1
7748,1
7749,1
7750,0
7751,0
7752,0
7753,0
7754,1
7755,0
7756,0
7757,0
7758,0
7759,0
7760,0
7761,1
7762,1
7763,1
7764,0
7765,0
7766,1
7767,1
7768,1
7769,0
7770,0
7771,1
7772,0
7773,0
7774,0
7775,0
7776,1
7777,1
7778,0
7779,0
7780,0
7781,0
7782,0
7783,1
7784,1
7785,0
7786,1
7787,0
7788,0
7789,0
7790,0
7791,0
7792,0
7793,1
7794,1
7795,1
7796,1
7797,1
7798,1
7799,0
7800,1
7801,0
7802,0
7803,0
7804,0
7805,0
7806,0
7807,0
7808,0
7809,0
7810,0
7811,0
7812,0
7813,0
7814,0
7815,1
7816,0
7817,1
7818,1
7819,1
7820,1
7821,0
7822,1
7823,1
7824,1
7825,0
7826,1
7827,0
7828,0
7829,1
7830,0
7831,0
7832,1
7833,0
7834,0
7835,1
7836,1
7837,0
7838,1
7839,0
7840,0
7841,0
7842,0
7843,1
7844,1
7845,1
7846,0
7847,1
7848,1
7849,0
7850,0
7851,1
7852,1
7853,1
7854,1
7855,0
7856,1
7857,1
7858,1
7859,0
7860,1
7861,1
7862,0
7863,0
7864,0
7865,0
7866,0
7867,0
7868,0
7869,1
7870,0
7871,0
7872,1
7873,0
7874,0
7875,1
7876,0
7877,1
7878,1
7879,1
7880,1
7881,1
7882,1
7883,1
7884,0
7885,1
7886,1
7887,1
7888,0
7889,0
7890,1
7891,0
7892,0
7893,1
7894,1
7895,0
7896,0
7897,1
7898,1
7899,0
7900,1
7901,0
7902,1
7903,0
7904,0
7905,1
7906,1
7907,1
7908,0
7909,1
7910,0
7911,0
7912,0
7913,1
7914,0
7915,0
7916,0
7917,1
7918,0
7919,1
7920,1
7921,1
7922,1
7923,1
7924,0
7925,1
7926,0
7927,1
7928,1
7929,0
7930,0
7931,0
7932,0
7933,0
7934,0
7935,0
7936,1
7937,1
7938,0
7939,1
7940,1
7941,1
7942,0
7943,0
7944,0
7945,0
7946,0
7947,0
7948,0
7949,1
7950,1
7951,0
7952,0
7953,1
7954,1
7955,1
7956,0
7957,0
7958,0
7959,0
7960,0
7961,0
7962,0
7963,0
7964,0
7965,0
7966,0
7967,1
7968,0
7969,0
7970,1
7971,0
7972,1
7973,1
7974,1
7975,0
7976,0
7977,0
7978,1
7979,0
7980,0
7981,1
7982,0
7983,1
7984,0
7985,1
7986,1
7987,0
7988,1
7989,0
7990,1
7991,1
7992,1
7993,1
7994,1
7995,1
7996,0
7997,1
7998,1
7999,1
8000,0
8001,0
8002,0
8003,0
8004,1
8005,1
8006,1
8007,0
8008,0
8009,1
8010,1
8011,0
8012,1
8013,1
8014,0
8015,0
8016,1
8017,1
8018,1
8019,1
8020,0
8021,0
8022,1
8023,1
8024,0
8025,1
8026,0
8027,1
8028,1
8029,0
8030,0
8031,1
8032,0
8033,1
8034,0
8035,0
8036,1
8037,0
8038,0
8039,1
8040,1
8041,0
8042,1
8043,0
8044,1
8045,0
8046,0
8047,0
8048,1
8049,1
8050,1
8051,0
8052,0
8053,1
8054,1
8055,1
8056,0
8057,0
8058,0
8059,1
8060,0
8061,1
8062,0
8063,1
8064,1
8065,1
8066,0
8067,1
8068,0
8069,1
8070,1
8071,1
8072,0
8073,1
8074,0
8075,0
8076,0
8077,0
8078,0
8079,0
8080,0
8081,1
8082,0
8083,1
8084,0
8085,0
8086,1
8087,1
8088,0
8089,0
8090,0
8091,1
8092,0
8093,1
8094,0
8095,0
8096,1
8097,0
8098,0
8099,0
8100,1
8101,0
8102,0
8103,0
8104,0
8105,0
8106,0
8107,1
8108,0
8109,0
8110,0
8111,1
8112,1
8113,0
8114,0
8115,0
8116,1
8117,1
8118,0
8119,0
8120,1
8121,0
8122,0
8123,1
8124,1
8125,0
8126,1
8127,1
8128,1
8129,1
8130,1
8131,1
8132,1
8133,1
8134,1
8135,0
8136,1
8137,0
8138,1
8139,0
8140,0
8141,0
8142,1
8143,0
8144,1
8145,1
8146,1
8147,1
8148,1
8149,1
8150,1
8151,0
8152,1
8153,1
8154,1
8155,1
8156,1
8157,0
8158,0
8159,0
8160,1
8161,1
8162,0
8163,0
8164,1
8165,0
8166,1
8167,1
8168,0
8169,1
8170,0
8171,0
8172,1
8173,0
8174,1
8175,0
8176,0
8177,1
8178,0
8179,0
8180,1
8181,1
8182,0
8183,1
8184,0
8185,0
8186,0
8187,0
8188,1
8189,1
8190,0
8191,1
8192,0
8193,0
8194,1
8195,1
8196,0
8197,1
8198,1
8199,1
8200,1
8201,1
8202,0
8203,0
8204,0
8205,1
8206,1
8207,0
8208,0
8209,0
8210,0
8211,0
8212,1
8213,1
8214,0
8215,1
8216,1
8217,1
8218,0
8219,1
8220,1
8221,1
8222,1
8223,1
8224,0
8225,1
8226,0
8227,1
8228,1
8229,1
8230,1
8231,0
8232,1
8233,0
8234,1
8235,0
8236,1
8237,0
8238,1
8239,0
8240,0
8241,1
8242,1
8243,1
8244,0
8245,1
8246,0
8247,0
8248,1
8249,1
8250,0
8251,1
8252,1
8253,0
8254,0
8255,0
8256,0
8257,0
8258,1
8259,1
8260,0
8261,1
8262,1
8263,1
8264,0
8265,0
8266,1
8267,1
8268,1
8269,1
8270,1
8271,0
8272,0
8273,0
8274,0
8275,1
8276,1
8277,0
8278,1
8279,0
8280,1
8281,0
8282,0
8283,0
8284,0
8285,0
8286,0
8287,1
8288,1
8289,0
8290,1
8291,1
8292,1
8293,0
8294,1
8295,1
8296,1
8297,0
8298,1
8299,1
8300,0
8301,0
8302,1
8303,0
8304,1
8305,0
8306,1
8307,0
8308,0
8309,1
8310,1
8311,0
8312,1
8313,1
8314,1
8315,0
8316,1
8317,1
8318,0
8319,0
8320,0
8321,1
8322,0
8323,0
8324,1
8325,1
8326,0
8327,1
8328,0
8329,1
8330,1
8331,0
8332,0
8333,1
8334,0
8335,1
8336,1
8337,0
8338,0
8339,0
8340,0
8341,0
8342,1
8343,1
8344,1
8345,1
8346,0
8347,1
8348,0
8349,0
8350,0
8351,0
8352,1
8353,1
8354,1
8355,0
8356,1
8357,1
8358,0
8359,1
8360,1
8361,0
8362,1
8363,0
8364,1
8365,0
8366,0
8367,0
8368,1
8369,1
8370,1
8371,1
8372,0
8373,1
8374,0
8375,1
8376,0
8377,1
8378,1
8379,1
8380,0
8381,1
8382,1
8383,0
8384,0
8385,0
8386,0
8387,0
8388,1
8389,1
8390,1
8391,1
8392,1
8393,1
8394,0
8395,1
8396,1
8397,0
8398,1
8399,1
8400,0
8401,1
8402,1
8403,1
8404,1
8405,0
8406,1
8407,1
8408,0
8409,0
8410,0
8411,0
8412,1
8413,1
8414,1
8415,1
8416,1
8417,0
8418,0
8419,1
8420,0
8421,0
8422,0
8423,0
8424,1
8425,1
8426,1
8427,0
8428,1
8429,1
8430,0
8431,0
8432,1
8433,0
8434,0
8435,1
8436,1
8437,0
8438,1
8439,1
8440,1
8441,1
8442,1
8443,0
8444,0
8445,0
8446,1
8447,0
8448,0
8449,0
8450,1
8451,1
8452,1
8453,0
8454,1
8455,0
8456,1
8457,0
8458,0
8459,0
8460,1
8461,1
8462,1
8463,1
8464,0
8465,1
8466,0
8467,1
8468,1
8469,0
8470,0
8471,1
8472,0
8473,0
8474,1
8475,1
8476,1
8477,0
8478,1
8479,1
8480,1
8481,1
8482,0
8483,1
8484,1
8485,1
8486,1
8487,0
8488,1
8489,0
8490,0
8491,1
8492,1
8493,1
8494,0
8495,1
8496,1
8497,0
8498,1
8499,1
8500,1
8501,0
8502,1
8503,0
8504,1
8505,0
8506,1
8507,0
8508,0
8509,0
8510,1
8511,0
8512,1
8513,1
8514,1
8515,0
8516,1
8517,1
8518,0
8519,1
8520,0
8521,0
8522,1
8523,1
8524,1
8525,0
8526,1
8527,1
8528,1
8529,0
8530,0
8531,0
8532,1
8533,0
8534,1
8535,0
8536,0
8537,1
8538,1
8539,0
8540,0
8541,0
8542,1
8543,1
8544,1
8545,0
8546,1
8547,0
8548,0
8549,1
8550,1
8551,0
8552,1
8553,0
8554,0
8555,0
8556,1
8557,0
8558,0
8559,1
8560,1
8561,0
8562,0
8563,1
8564,1
8565,0
8566,1
8567,0
8568,1
8569,1
8570,0
8571,0
8572,1
8573,1
8574,1
8575,1
8576,0
8577,1
8578,0
8579,1
8580,1
8581,0
8582,1
8583,0
8584,0
8585,0
8586,0
8587,0
8588,1
8589,1
8590,1
8591,1
8592,0
8593,0
8594,0
8595,0
